<pre>DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
22:42.3,36.36683,-120.926,7.375,2.26,Md,6,130,10,0.02,NCSN,1006257
27:57.8,35.93616,-120.493,11.168,2.43,Md,8,105,2,0.07,NCSN,1006264
47:39.5,36.2835,-120.86467,0.45,2.31,Md,6,124,11,0.14,NCSN,1006267
11:27.1,36.30684,-120.883,5.345,2.4,Md,10,108,9,0.05,NCSN,1006268
19:34.3,35.9975,-120.57017,4.873,2.11,Md,8,157,10,0.06,NCSN,1006273
12:54.1,36.01033,-120.87534,13.022,2.59,Md,10,165,17,0.05,NCSN,1006283
35:32.2,35.931,-120.47833,5.018,1.33,Md,6,118,2,0.01,NCSN,1006306
16:52.9,36.1185,-120.68233,1.014,2.44,Md,11,100,3,0.13,NCSN,1006320
33:27.7,36.04767,-120.28833,10.658,3.1,ML,9,265,14,0.08,NCSN,1006321
50:04.0,36.039,-120.30334,9.458,1.84,Md,6,270,12,0.03,NCSN,1006322
55:56.3,36.183,-120.76017,7.505,2.07,Md,6,149,9,0.03,NCSN,1006332
39:18.2,36.1605,-120.769,7.094,2.21,Md,10,112,7,0.17,NCSN,1006372
34:37.3,35.96417,-120.51617,10.808,1.2,Md,6,151,4,0.02,NCSN,1006378
50:48.0,36.04117,-120.625,6.508,1.93,Md,7,165,12,0.02,NCSN,1006394
22:49.0,35.94067,-120.491,10.178,3.8,ML,15,101,2,0.07,NCSN,1006401
10:40.2,36.23117,-120.82417,5.769,3.39,Md,19,124,3,0.08,NCSN,1006411
35:31.0,36.23183,-120.82217,5.569,3.29,Md,15,127,3,0.07,NCSN,1006413
29:48.2,35.791,-120.344,7.818,1.58,Md,5,279,5,0.01,NCSN,1006431
26:31.6,36.23133,-120.80183,7.039,2.11,Md,6,157,2,0.02,NCSN,1006450
30:45.8,36.3525,-120.935,4.8,2.2,Md,7,112,11,0.01,NCSN,1006451
44:13.8,36.04183,-120.63017,5.095,2.92,Md,11,138,11,0.04,NCSN,1006466
07:52.3,36.37117,-120.95116,6.86,3.2,Md,16,110,9,0.06,NCSN,1006467
46:37.2,35.9895,-120.57367,2.816,2.01,Md,5,151,10,0,NCSN,1006469
08:19.4,36.08867,-120.67216,6.671,0.99,Md,5,169,5,0.01,NCSN,1006483
08:42.9,36.09083,-120.67233,6.771,1.11,Md,7,126,5,0.03,NCSN,1006484
17:56.2,35.892,-120.43633,11.552,0.88,Md,4,112,7,0.03,NCSN,1006485
31:12.8,36.01117,-120.596,3.453,1.57,Md,8,148,13,0.06,NCSN,1006491
29:19.9,35.92433,-120.46867,3.758,1.31,Md,5,151,2,0.02,NCSN,1006496
20:52.1,35.87183,-120.4205,3.758,0.9,Md,4,106,1,0.01,NCSN,1006500
32:18.9,35.996,-120.5765,1.813,1.53,Md,8,147,11,0.04,NCSN,1006508
44:28.9,35.96317,-120.51583,7.778,1.54,Md,8,144,4,0.04,NCSN,1006523
50:26.0,35.92883,-120.47266,5.048,1.92,Md,8,92,2,0.02,NCSN,1006526
48:45.9,36.23,-120.81284,6.435,2.07,Md,7,139,2,0.02,NCSN,1006530
16:20.2,36.34533,-120.915,5.34,2.97,Md,22,94,9,0.1,NCSN,1006534
03:19.4,35.934,-120.48033,4.338,1.36,Md,5,190,1,0.02,NCSN,1006543
08:28.4,36.115,-120.43867,12.885,3.04,Md,13,199,19,0.1,NCSN,1006546
50:00.2,36.02433,-120.61867,3.408,1.25,Md,7,149,16,0.02,NCSN,1006587
54:25.6,35.93233,-120.478,5.028,1.63,Md,8,92,1,0.02,NCSN,1006595
13:17.3,36.29984,-120.8725,5.84,2.34,Md,5,114,9,0.01,NCSN,1006604
53:54.5,35.74583,-120.58967,5.356,2.18,Md,4,319,10,0.03,NCSN,1006623
58:59.1,35.93817,-120.48466,10.208,4.55,Md,15,94,1,0.07,NCSN,1006638
45:30.9,36.20717,-120.77583,8.416,3.95,Md,12,147,2,0.06,NCSN,1006729
39:03.5,35.74133,-120.98933,4.47,2.45,Md,6,298,44,0.02,NCSN,1006730
22:31.8,36.00483,-120.57584,5.368,2.35,Md,8,150,11,0.04,NCSN,1006743
53:54.7,36.0645,-120.632,8.235,2.48,Md,12,145,10,0.08,NCSN,1006750
43:13.2,36.3045,-120.64367,11.465,3.11,Md,9,245,17,0.06,NCSN,1006754
40:47.1,36.01,-120.57567,5.658,2.3,Md,8,153,12,0.05,NCSN,1006757
34:47.9,36.36517,-120.723,10.166,2.87,Md,8,199,9,0.04,NCSN,1006781
06:21.8,35.90483,-120.30833,7.468,2.61,Md,6,249,4,0.01,NCSN,1006783
32:23.7,35.94467,-120.2595,8.038,1.85,Md,6,281,7,0.04,NCSN,1006784
35:58.3,36.24467,-120.8035,9.474,3,ML,16,137,14,0.12,NCSN,1006792
24:06.5,35.8975,-120.43816,9.538,1.55,Md,6,98,3,0.05,NCSN,1006817
17:48.4,35.8945,-120.43383,11.438,2.22,Md,7,96,2,0.08,NCSN,1006818
00:35.9,36.018,-120.59683,4.293,2.17,Md,9,151,14,0.05,NCSN,1006829
22:05.2,36.28783,-120.66883,9.146,2.6,Md,7,196,16,0.05,NCSN,1006834
54:56.5,36.24317,-120.80434,5.724,1.97,Md,6,159,3,0.05,NCSN,1006838
26:42.8,36.296,-120.67233,10.384,3.33,Md,9,195,14,0.13,NCSN,1006839
43:52.8,36.00783,-120.566,3.736,2.54,Md,6,154,11,0.1,NCSN,1006841
29:17.6,36.25067,-120.8205,4.606,2.15,Md,7,151,4,0.09,NCSN,1006867
03:07.9,36.01266,-120.59283,4.573,2.16,Md,9,150,13,0.04,NCSN,1006875
12:00.7,36.24967,-120.819,5.403,1.74,Md,6,214,4,0.07,NCSN,1006880
43:17.9,36.31517,-120.8825,8.319,2.46,Md,11,104,9,0.05,NCSN,1006900
07:15.9,36.03117,-120.60633,4.133,1.75,Md,9,153,14,0.07,NCSN,1006907
13:45.3,35.80367,-120.35633,9.608,1.43,Md,6,269,3,0.04,NCSN,1006917
15:42.6,36.16533,-120.6365,4.683,2.03,Md,7,201,4,0.08,NCSN,1006919
50:48.3,36.2535,-120.81433,7.344,2.98,Md,12,139,4,0.05,NCSN,1006930
24:16.5,35.8595,-120.405,4.658,1.52,Md,6,119,3,0.04,NCSN,1006932
09:40.2,35.99833,-120.56717,5.133,2.86,Md,11,137,10,0.05,NCSN,1006937
04:19.5,36.21217,-120.77917,8.404,2.04,Md,9,148,2,0.07,NCSN,1006938
58:29.3,35.74434,-120.89167,4.268,2.06,Md,6,259,35,0.02,NCSN,1006954
13:32.6,36.33083,-120.76017,7.25,2.49,Md,10,192,7,0.05,NCSN,1006957
08:02.5,36.03883,-120.63,5.405,3.28,Md,13,138,12,0.04,NCSN,1006977
42:55.4,36.0095,-120.87434,12.465,1.28,Md,11,165,17,0.04,NCSN,1006997
43:22.9,36.27167,-120.8455,6.164,1.82,Md,6,134,8,0.02,NCSN,1007013
06:38.9,36.24117,-120.81284,8.624,2.34,Md,8,152,3,0.04,NCSN,1007037
41:00.4,36.23517,-120.80167,7.046,1.78,Md,7,158,2,0.05,NCSN,1007046
40:03.6,36.31467,-120.8665,7.54,2.16,Md,7,117,8,0.08,NCSN,1007064
02:47.8,35.9655,-120.53833,4.915,3.03,Md,12,153,6,0.06,NCSN,1007066
04:31.2,35.96917,-120.53983,2.696,1.77,Md,6,182,6,0.02,NCSN,1007067
57:24.5,35.85283,-120.73933,0.585,1.51,Md,7,203,21,0.02,NCSN,1007072
18:25.2,36.2975,-120.873,5.456,1.53,Md,7,113,10,0.02,NCSN,1007073
57:20.4,35.993,-120.577,1.048,2.24,Md,7,145,11,0.12,NCSN,1007096
28:34.4,35.99833,-120.56983,1.693,2.17,Md,8,157,10,0.03,NCSN,1007100
05:10.0,35.86433,-120.40816,3.388,1.52,Md,7,113,2,0.02,NCSN,1007102
08:01.3,35.83017,-120.604,9.278,2.13,Md,7,199,8,0.02,NCSN,1007104
16:22.0,35.99717,-120.57484,1.043,1.64,Md,7,155,11,0.06,NCSN,1007109
49:42.0,36.38867,-120.96233,7.026,2.82,Md,15,163,6,0.05,NCSN,1007119
41:39.2,35.71367,-120.2985,9.108,3.4,ML,10,306,14,0.05,NCSN,1007138
06:19.9,35.83333,-120.385,5.086,2.55,Md,8,197,3,0.06,NCSN,1007145
04:20.0,36.28,-120.85467,5.794,2.13,Md,10,127,9,0.05,NCSN,1007151
08:32.2,36.28217,-120.85367,6.054,1.54,Md,7,128,9,0.01,NCSN,1007152
46:07.5,35.72367,-120.3045,10.328,2.72,Md,9,305,13,0.03,NCSN,1007154
42:34.6,36.01033,-120.87967,12.605,2.31,Md,14,165,18,0.08,NCSN,1007194
58:53.6,36.02967,-120.6155,4.175,1.75,Md,9,151,13,0.02,NCSN,1007195
51:13.0,35.77517,-120.35533,9.488,2.46,Md,8,291,6,0.03,NCSN,1007237
03:52.8,36.02467,-120.6165,3.186,3.15,Md,8,146,13,0.01,NCSN,1007241
14:41.9,35.81483,-120.3685,7.068,2.86,Md,6,234,2,0.04,NCSN,1007258
53:22.5,36.18733,-120.77,2.899,3.08,Md,7,130,4,0.03,NCSN,1007268
48:35.0,35.75533,-120.73534,4.448,2.96,Md,6,253,39,0.05,NCSN,1007284
48:17.2,35.898,-120.3025,7.596,2.69,Md,4,253,5,0.01,NCSN,1007292
54:26.3,35.8985,-120.28133,11.116,2.07,Md,4,276,6,0,NCSN,1007293
19:00.1,36.38133,-120.96384,6.07,2.49,Md,8,113,7,0.04,NCSN,1007332
24:12.3,36.3815,-120.96616,5.585,2.2,Md,6,137,7,0.01,NCSN,1007333
06:21.9,36.0135,-120.6025,3.588,2.48,Md,7,160,14,0.01,NCSN,1007337
22:56.4,36.2,-120.7665,7.454,3.06,Md,9,138,3,0.02,NCSN,1007340
56:38.7,36.24583,-120.82233,8.414,4.35,Md,17,128,4,0.06,NCSN,1007347
59:25.3,36.244,-120.8205,8.446,2.91,Md,7,146,4,0.08,NCSN,1007348
24:23.2,36.35917,-120.93333,3.9,2.5,Md,10,104,10,0.06,NCSN,1007349
45:41.9,36.03,-120.60883,5.434,3.44,Md,7,303,14,0.07,NCSN,1007350
13:16.0,36.247,-120.82183,8.646,2.46,Md,5,146,4,0.03,NCSN,1007352
14:02.9,36.246,-120.82417,7.486,3.38,Md,7,143,4,0.06,NCSN,1007353
14:25.8,36.24166,-120.82317,9.334,3.2,ML,15,126,4,0.05,NCSN,1007354
21:58.0,36.24483,-120.81767,8.186,3.13,Md,7,150,4,0.06,NCSN,1007355
32:38.8,36.24717,-120.823,8.556,3.22,Md,7,145,4,0.04,NCSN,1007356
33:20.9,36.24733,-120.82467,7.784,4.46,Md,15,127,4,0.06,NCSN,1007357
12:01.0,36.248,-120.8185,8.526,3.58,Md,11,151,4,0.03,NCSN,1007358
49:11.1,36.23017,-120.80833,3.586,2.37,Md,7,151,2,0.06,NCSN,1007366
04:45.7,36.02633,-120.59666,4.737,3.71,Md,8,161,15,0.08,NCSN,1007367
52:15.5,36.02283,-120.6085,4.081,2.71,Md,7,153,14,0.02,NCSN,1007368
32:21.8,36.076,-120.65067,3.091,2.64,Md,5,312,8,0.02,NCSN,1007375
08:51.7,36.2975,-120.87466,5.074,2.78,Md,6,112,10,0.02,NCSN,1007376
22:12.0,36.24567,-120.814,4.674,2.29,Md,6,152,4,0.07,NCSN,1007378
48:30.4,36.25033,-120.81883,8.054,2.25,Md,6,151,4,0.04,NCSN,1007387
37:18.3,35.99467,-120.57567,4.416,3.39,Md,9,149,11,0.03,NCSN,1007391
51:11.1,36.3895,-120.967,4.995,3.03,Md,9,118,6,0.03,NCSN,1007404
51:06.7,36.0135,-120.58817,3.293,2.27,Md,6,150,13,0.01,NCSN,1007406
25:18.0,36.0225,-120.88333,13.808,3.62,Md,22,161,17,0.15,NCSN,1007411
09:46.6,36.01083,-120.88416,11.705,2.06,Md,9,166,18,0.05,NCSN,1007412
36:14.3,36.00967,-120.886,8.735,2.54,Md,11,166,18,0.02,NCSN,1007417
42:30.8,35.96433,-120.517,4.938,2.32,Md,9,144,4,0.03,NCSN,1007432
36:09.1,35.68017,-120.22916,9.968,2.8,Md,6,320,20,0.04,NCSN,1007438
14:57.9,36.39183,-120.9585,2.21,2.43,Md,11,96,1,0.09,NCSN,1007447
12:57.7,36.2315,-120.7955,5.151,3.91,Md,14,144,2,0.06,NCSN,1007487
24:03.1,36.33617,-120.89716,5.212,2.59,Md,8,106,8,0.06,NCSN,1007492
31:45.8,36.399,-120.9805,5.28,2.3,Md,12,120,2,0.05,NCSN,1007508
17:51.4,36.27067,-120.84383,6.061,3.12,Md,10,134,7,0.05,NCSN,1007526
54:03.6,36.18733,-120.75533,7.014,1.75,Md,7,136,5,0.03,NCSN,1007536
13:30.5,35.74017,-120.33,9.486,1.66,Md,5,322,10,0.01,NCSN,1007557
59:38.6,36.05183,-120.657,1.475,3.01,Md,9,136,9,0.04,NCSN,1007572
57:49.2,35.9245,-120.473,5.298,2.1,Md,6,116,2,0.01,NCSN,1007582
53:17.9,36.01917,-120.58984,5.223,3.13,Md,14,153,13,0.06,NCSN,1007586
41:36.8,36.05167,-120.65483,-0.394,2.71,Md,10,136,9,0.06,NCSN,1007595
44:28.9,36.0545,-120.6455,1.591,2.3,Md,10,126,9,0.09,NCSN,1007596
11:07.5,36.32817,-120.90033,5.526,2.6,Md,7,98,9,0.01,NCSN,1007603
54:18.3,36.073,-120.63617,3.688,1.39,Md,7,138,8,0.07,NCSN,1007604
39:42.8,36.00017,-120.57017,2.903,2.08,Md,6,149,11,0.02,NCSN,1007608
34:49.5,36.0535,-120.61767,5.731,2.25,Md,6,155,11,0.04,NCSN,1007614
10:37.5,36.00033,-120.5725,4.208,3.09,Md,12,136,11,0.05,NCSN,1007618
19:17.9,36.271,-120.7525,7.076,2.14,Md,5,198,7,0.02,NCSN,1007624
05:07.4,36.30533,-120.88116,5.732,2.96,Md,11,101,9,0.03,NCSN,1007632
58:30.7,36.3435,-120.91183,5.531,2.55,Md,8,101,7,0.03,NCSN,1007642
55:00.7,35.99383,-120.56966,2.394,2.25,Md,5,308,19,0.03,NCSN,1007643
34:13.7,35.82983,-120.38133,3.648,1.49,Md,5,175,2,0.05,NCSN,1007648
39:27.1,36.00517,-120.5895,3.203,2.38,Md,7,147,12,0.02,NCSN,1007655
03:50.4,36.001,-120.59184,2.293,2.38,Md,7,145,12,0.03,NCSN,1007666
45:21.2,36.00733,-120.8805,7.955,2.8,Md,10,167,18,0.06,NCSN,1007681
52:08.8,36.06767,-120.244,10.143,2.14,Md,4,333,17,0.01,NCSN,1007686
05:54.9,36.026,-120.60183,8.343,2.22,Md,7,152,14,0.02,NCSN,1007697
24:28.6,36.004,-120.87984,12.005,1.68,Md,7,167,18,0.01,NCSN,1007707
56:59.7,35.98983,-120.89684,9.985,1.78,Md,10,175,20,0.05,NCSN,1007711
14:46.8,36.2205,-120.80317,7.031,2.03,Md,8,139,1,0.02,NCSN,1007714
51:08.2,36.24367,-120.8195,8.151,2.61,Md,9,136,4,0.09,NCSN,1007715
21:08.4,36.02917,-120.60883,4.463,2.47,Md,10,139,14,0.03,NCSN,1007720
24:55.1,36.3155,-120.88917,7.291,2.79,Md,9,104,9,0.03,NCSN,1007724
13:21.1,36.243,-120.80883,4.891,2.26,Md,11,140,3,0.07,NCSN,1007729
58:22.2,35.99983,-120.56866,3.363,2.17,Md,8,158,10,0.02,NCSN,1007735
56:00.8,35.9865,-120.34016,5.208,2.01,Md,4,288,6,0.02,NCSN,1007740
10:57.8,36.19083,-120.76633,3.451,1.92,Md,10,148,4,0.07,NCSN,1007745
07:37.9,36.27183,-120.84016,6.461,2.75,Md,8,139,7,0.04,NCSN,1007751
48:27.8,36.0055,-120.5855,3.203,2.61,Md,7,157,12,0.05,NCSN,1007755
51:36.9,35.85383,-120.40083,4.788,1.87,Md,6,126,3,0.02,NCSN,1007761
00:24.0,35.989,-120.55183,4.125,2.07,Md,8,165,9,0.02,NCSN,1007762
44:50.2,36.02733,-120.60883,4.466,1.99,Md,7,152,14,0.01,NCSN,1007763
36:17.2,36.019,-120.62334,0.296,2.11,Md,6,145,14,0.04,NCSN,1007766
16:52.8,36.02083,-120.62133,1.776,1.37,Md,6,148,13,0.06,NCSN,1007767
55:57.0,36.28117,-120.8505,8.436,1.73,Md,6,131,9,0.01,NCSN,1007777
38:01.5,36.00967,-120.59133,3.033,2.44,Md,8,148,13,0.08,NCSN,1007786
44:19.8,36.26433,-120.71167,7.154,2.85,Md,6,222,9,0.1,NCSN,1007794
22:43.0,35.99933,-120.57967,3.933,1.9,Md,9,148,11,0.05,NCSN,1007805
35:48.7,36,-120.57433,4.243,2.49,Md,11,136,11,0.05,NCSN,1007806
01:16.8,36.04767,-120.68117,1.096,2.5,Md,7,141,8,0.19,NCSN,1007810
02:18.3,35.99583,-120.55967,7.213,2.12,Md,7,166,10,0.04,NCSN,1007818
45:26.3,36.062,-120.627,6.721,1.46,Md,6,142,9,0.03,NCSN,1007824
57:45.3,35.937,-120.47134,5.138,2.46,Md,9,106,1,0.08,NCSN,1007828
29:43.2,36.025,-120.6105,5.463,2.56,Md,11,137,14,0.03,NCSN,1007829
16:17.7,36.32333,-120.87334,9.432,2.46,Md,13,109,7,0.06,NCSN,1007833
13:07.0,36.00667,-120.87984,10.841,1.54,Md,7,167,18,0.01,NCSN,1007837
47:22.8,36.04716,-120.63467,5.875,2.32,Md,10,139,11,0.06,NCSN,1007842
57:13.1,36.09267,-120.6685,1.461,2.89,Md,11,129,5,0.11,NCSN,1007854
31:51.2,36.00566,-120.5725,3.743,1.9,Md,6,151,11,0.02,NCSN,1007856
49:13.1,35.77467,-120.32684,8.338,2.18,Md,6,288,7,0.03,NCSN,1007858
25:57.8,36.3725,-120.91417,9.392,3.6,Md,14,94,5,0.07,NCSN,1007860
24:09.9,36.2695,-120.71516,7.781,2.86,Md,7,199,9,0.08,NCSN,1007861
16:01.6,35.97683,-120.31033,6.942,1.78,Md,4,297,6,0.02,NCSN,1007879
29:23.8,36.03017,-120.61733,2.156,1.88,Md,7,151,13,0.07,NCSN,1007881
52:34.6,36.2455,-120.80867,5.466,2.3,Md,8,156,3,0.06,NCSN,1007883
37:35.9,36.01367,-120.59133,4.903,2.52,Md,9,150,13,0.05,NCSN,1007900
35:25.2,36.01417,-120.59033,3.483,2.19,Md,8,150,13,0.04,NCSN,1007920
45:04.3,35.98083,-120.5555,2.043,2.64,Md,9,144,8,0.12,NCSN,1007921
47:59.5,36.37933,-120.21817,4.269,3.44,Md,8,159,48,0.15,NCSN,1007924
33:53.4,36.03917,-120.22366,9.568,2.41,Md,5,321,16,0.03,NCSN,1007926
21:28.5,36.058,-120.65067,0.261,2.4,Md,8,123,9,0.12,NCSN,1007927
00:45.2,36.15067,-120.65366,5.094,3.62,Md,13,160,1,0.1,NCSN,1007933
20:51.1,36.04583,-120.61733,5.98,1.8,Md,7,156,17,0.03,NCSN,1007941
18:21.1,35.9955,-120.5735,3.303,2.22,Md,9,147,11,0.04,NCSN,1007945
20:11.1,36.00383,-120.57,0.393,1.68,Md,8,150,11,0.13,NCSN,1007946
55:49.0,36.293,-120.869,4.962,1.78,Md,9,117,10,0.04,NCSN,1007953
43:30.2,35.84083,-120.38917,6.678,3.4,ML,10,147,3,0.06,NCSN,1007955
35:05.1,35.9005,-120.33317,7.916,3.2,ML,4,201,3,0.01,NCSN,1007959
22:21.0,35.841,-120.39217,6.498,2.28,Md,6,148,4,0.05,NCSN,1007965
36:59.9,36.03316,-120.6145,4.045,2.43,Md,9,153,13,0.04,NCSN,1007983
32:14.8,35.96417,-120.51884,1.298,1.56,Md,6,150,5,0.01,NCSN,1007990
49:01.1,36.09233,-120.65483,3.061,1.98,Md,6,143,6,0.07,NCSN,1007991
03:25.1,36.04883,-120.25166,10.198,3.62,Md,12,226,15,0.09,NCSN,1007998
22:58.0,36.05817,-120.2165,10.348,2.41,Md,7,184,18,0.02,NCSN,1008004
17:06.8,36.06633,-120.2115,9.738,4.02,Md,11,155,19,0.05,NCSN,1008007
29:18.1,35.891,-120.426,10.928,2.08,Md,6,95,2,0.06,NCSN,1008013
47:27.4,35.824,-120.21416,7.856,3.15,Md,5,311,13,0.05,NCSN,1008023
00:27.4,35.89633,-120.43533,8.888,1.5,Md,5,110,3,0.04,NCSN,1008061
09:45.1,35.96267,-120.9725,14.848,3.7,ML,41,161,22,0.15,NCSN,1008066
35:30.4,36.31633,-120.89066,7.495,2.54,Md,11,98,9,0.03,NCSN,1008080
01:33.8,36.39983,-120.96716,0.52,3.26,Md,14,123,2,0.1,NCSN,1008097
34:36.4,36.37067,-120.95067,7.78,2.06,Md,8,123,2,0.08,NCSN,1008132
35:12.8,36.0275,-120.616,3.935,1.33,Md,7,149,13,0.05,NCSN,1008158
50:40.0,35.912,-120.7705,1.043,1.71,Md,6,213,22,0.05,NCSN,1008159
51:37.2,36.39367,-120.94867,8.96,2.4,Md,6,142,2,0.03,NCSN,1008170
56:10.5,36.07717,-120.24233,11.945,1.91,Md,4,291,26,0.01,NCSN,1008177
33:37.5,36.01233,-120.8875,11.835,1.95,Md,11,166,18,0.04,NCSN,1008189
24:19.7,36.39867,-120.95383,0.05,2.1,Md,7,144,2,0.07,NCSN,1008207
16:00.7,36.219,-120.767,7.404,2.51,Md,6,177,3,0.04,NCSN,1008209
47:44.1,35.9295,-120.47366,4.305,1.64,Md,6,135,2,0.01,NCSN,1008210
57:38.7,35.92667,-120.48817,4.285,1.44,Md,5,124,2,0.09,NCSN,1008211
58:54.0,35.9345,-120.47334,4.785,1.07,Md,5,139,1,0.03,NCSN,1008212
44:00.0,36.17767,-120.76067,2.771,3.24,Md,8,147,5,0.03,NCSN,1008219
22:44.0,36.001,-120.59766,1.885,1.41,Md,6,161,13,0.1,NCSN,1008221
02:05.5,36.057,-120.64,4.195,2.85,Md,9,167,10,0.04,NCSN,1008224
22:55.3,36.14,-120.73783,3.941,3.16,Md,7,147,4,0.05,NCSN,1008232
03:51.9,36.25333,-120.8125,6.034,3.4,ML,23,140,4,0.08,NCSN,1008236
21:28.5,36.026,-120.24017,9.978,2.3,Md,6,277,14,0.02,NCSN,1008238
52:37.4,36.23483,-120.823,5.566,2.95,Md,10,131,3,0.06,NCSN,1008248
36:44.7,36.35683,-120.93266,3.442,2.34,Md,10,116,4,0.05,NCSN,1008249
28:33.8,35.99583,-120.56966,4.283,2.43,Md,10,136,10,0.03,NCSN,1008268
12:39.0,36.37817,-120.9605,4.822,1.73,Md,8,113,1,0.02,NCSN,1008272
48:07.5,36.23517,-120.83434,4.294,2.38,Md,7,118,4,0.01,NCSN,1008309
52:38.7,36.23667,-120.82183,5.551,2.2,Md,8,136,3,0.06,NCSN,1008310
00:38.0,35.9345,-120.47833,4.868,1.67,Md,5,183,1,0.02,NCSN,1008338
13:37.9,36.10966,-120.678,2.654,2.74,Md,11,116,4,0.08,NCSN,1008366
44:58.0,35.82033,-120.36633,7.538,1.12,Md,5,225,2,0.03,NCSN,1008393
35:26.4,36.04183,-120.62634,6.348,1.45,Md,7,154,12,0.02,NCSN,1008407
41:20.5,35.95933,-120.506,11.378,3.21,Md,9,143,3,0.07,NCSN,1008409
11:42.9,36.21033,-120.78484,8.061,1.99,Md,5,163,1,0.04,NCSN,1008418
37:52.8,35.93283,-120.476,5.228,1.43,Md,6,118,1,0.04,NCSN,1008419
27:47.2,36.0385,-120.62117,5.206,2.62,Md,9,139,12,0.05,NCSN,1008427
04:07.6,36.24434,-120.8105,5.226,3.08,Md,8,153,3,0.05,NCSN,1008428
28:35.4,35.99383,-120.89367,10.758,2.32,Md,13,173,20,0.07,NCSN,1008432
30:52.2,35.99733,-120.56416,5.233,2.42,Md,10,137,10,0.04,NCSN,1008434
51:52.1,36.00733,-120.57784,4.086,2.41,Md,6,151,12,0.01,NCSN,1008452
12:39.1,35.7655,-120.907,4.235,1.77,Md,5,302,36,0.02,NCSN,1008526
47:39.1,36.0075,-120.58083,4.688,4.11,Md,12,137,12,0.05,NCSN,1008528
59:51.5,36.01033,-120.57883,4.518,2.43,Md,10,139,12,0.07,NCSN,1008529
26:55.4,36.009,-120.87483,13.875,2.41,Md,9,165,18,0.06,NCSN,1008530
57:54.0,36.02367,-120.60017,4.733,1.77,Md,9,152,14,0.02,NCSN,1008531
24:18.4,35.995,-120.9005,10.388,1.4,Md,6,206,20,0.02,NCSN,1008536
11:15.8,36.257,-120.83017,5.824,4.08,Md,18,126,5,0.06,NCSN,1008538
12:11.2,35.8905,-120.43166,10.605,1.3,Md,5,152,2,0.05,NCSN,1008541
51:01.9,36.25683,-120.827,5.974,4.12,Md,18,128,5,0.08,NCSN,1008542
20:14.1,36.24283,-120.80766,5.584,2.28,Md,6,157,3,0.05,NCSN,1008546
13:27.2,35.99667,-120.56533,4.133,1.91,Md,6,149,10,0.01,NCSN,1008549
40:34.3,35.77033,-120.31883,8.768,1.74,Md,6,291,7,0.03,NCSN,1008550
46:44.8,36.2245,-120.79283,5.056,2.8,Md,9,145,1,0.09,NCSN,1008551
17:28.8,36.3525,-120.93183,5.792,1.78,Md,8,113,5,0.05,NCSN,1008553
42:09.3,35.93083,-120.46883,5.108,1.7,Md,7,108,2,0.04,NCSN,1008620
57:43.4,35.93133,-120.46967,5.208,2.31,Md,9,103,2,0.06,NCSN,1008621
11:10.3,35.93033,-120.47066,5.258,2.49,Md,9,99,2,0.05,NCSN,1008630
58:46.5,35.9325,-120.47317,5.398,1.76,Md,5,162,1,0.01,NCSN,1008631
13:51.9,35.99,-120.88783,8.075,2.03,Md,7,174,20,0.02,NCSN,1008643
16:17.7,35.99317,-120.887,12.775,1.67,Md,9,172,20,0.03,NCSN,1008644
55:13.4,36.0085,-120.57733,6.748,2.86,Md,13,139,12,0.07,NCSN,1008653
11:35.4,35.683,-120.97533,4.468,2.23,Md,6,302,44,0.01,NCSN,1008660
33:13.5,36.057,-120.6345,3.916,1.39,Md,7,156,10,0.02,NCSN,1008671
00:41.1,36.2735,-120.84184,7.159,2.49,Md,6,138,8,0.01,NCSN,1008681
22:02.7,36.17767,-120.73167,14.194,3.26,Md,7,146,7,0.07,NCSN,1008698
55:13.0,35.927,-120.47066,5.238,2.4,Mx,9,95,2,0.04,NCSN,1008711
55:15.2,35.929,-120.47433,4.052,3.9,Md,8,130,8,0.08,NCSN,1008712
01:14.5,35.92833,-120.4675,5.248,3.02,Md,9,105,2,0.05,NCSN,1008713
36:12.6,36.066,-120.64066,2.771,2.71,Md,8,145,9,0.05,NCSN,1008731
36:36.1,36.06633,-120.643,3.738,2.59,Md,6,170,9,0.03,NCSN,1008732
52:09.0,36.23533,-120.80183,7.176,2.46,Md,7,158,2,0.02,NCSN,1008739
14:00.6,36.27483,-120.86667,7.006,2.34,Md,6,175,9,0.05,NCSN,1008754
05:52.7,36.2315,-120.79967,6.936,2.93,Md,7,159,2,0.04,NCSN,1008760
34:02.6,36.0675,-120.6375,3.092,1.94,Md,6,148,9,0.01,NCSN,1008763
54:16.9,36.344,-120.91717,4.602,2.58,Md,10,93,6,0.05,NCSN,1008766
33:25.9,36.19867,-120.76033,7.594,4.41,Md,21,141,4,0.05,NCSN,1008767
19:07.4,36.197,-120.76366,7.331,3.71,Md,9,150,4,0.04,NCSN,1008770
29:51.1,35.82117,-120.363,7.138,2.21,Md,7,230,1,0.04,NCSN,1008780
49:03.1,36.0785,-120.22884,9.238,1.71,Md,7,270,19,0.04,NCSN,1008802
37:25.7,36.36167,-120.83833,7.584,2.46,Md,6,112,2,0.25,NCSN,1008805
46:52.9,36.00217,-120.87967,13.505,1.86,Md,9,169,18,0.06,NCSN,1008806
09:21.7,36.30633,-120.87634,7.596,3.4,Md,15,103,9,0.02,NCSN,1008825
